科目代號,學分數,科目名稱(中),科目名稱(英),授課教師(中),授課教師(英),開課系級,上課時間(中),上課時間(英),上課地點,修別,授課語文,"是否為核心通識",異動備註,科目備註說明,
152609001,3.0,後現代教育專題,Seminar in Post-,馮朝霖,FONG TSAO-LIN,教育博一,五234,fri09-12 fri 09 10 11,井塘020113,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2017/12/26;,＠備註Note:博（跨組）,
152630001,3.0,課程學研究,Study on Curriculum,黃譯瑩,HUANG YI-YING,教育碩一,三D56,wed13-16 wed 13 14 15,井塘020111,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩,
152657001,3.0,科學哲學與教育,Seminar on Science,詹志禹,CHAN CHIH-YU,教育碩一,五D56,fri13-16 fri 13 14 15,井塘020110,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩博(跨組)；方法論課程；開放校際選修，陽明5人、藝大5人,
152658001,3.0,教育政策分析專,Seminar on Analysis,吳政達,WU CHENG-TA,教育博一,四D56,thu13-16 thu 13 14 15,井塘020110,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:博（行）,
152662001,2.0,校長學專題研究,Principalship Topic,陳竑濬,CHEN HUNG-CHUN,教育博一,四34,thu10-12 thu 10 11,井塘020101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:博（行）,
152673001,3.0,諮商倫理研究,Study on Counseling,陳婉真,CHEN WAN-CHEN,教育碩一,二234,tue09-12 tue 09 10 11,學思040107,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩；與輔諮碩合開。,
152687001,3.0,華德福教育專題,Seminar on waldorf,倪鳴香,CHUU NI MING-SHIANG,教育碩一,三8EF,wed17-20 wed 17 18 19,研究250420,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩；與幼教合開,
152703001,3.0,教育學傳記研究,Study on Biography,倪鳴香,CHUU NI MING-SHIANG,教育碩一,二234,tue09-12 tue 09 10 11,井塘020110,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩；與幼教所合開,
152721001,3.0,比較教育專題研,Study on,周祝瑛,CHOU CHUING,教育博一,四567,thu14-17 thu 14 15 16,綜合271215,選/Elective,英文,否/No,＠異動資訊Information of alteration:教室異動於2017/12/18;,＠備註Note:博（跨組）；英語授課；開放校際選修，陽明 5人、藝大 5人,
152734001,3.0,教育設施與規劃,Study on Educational,湯志民,TANG CHIH-MIN,教育博一,四234,thu09-12 thu 09 10 11,井塘020112,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:博（行）；開放校際選修，陽明1人、藝大1人,
152751001,3.0,教育設施規劃研,Seminar in Planning,湯志民,TANG CHIH-MIN,教育碩一,二78E,tue16-19 tue 16 17 18,研究250207,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩；與教政所合開；開放校際選修，陽明1人、藝大1人,
152758001,3.0,教育倫理學研究,Study on Ethics of,馮朝霖,FONG TSAO-LIN,教育碩一,三D56,wed13-16 wed 13 14 15,井塘020112,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩；開放校際選修，陽明5人、藝大5人,
152768001,3.0,質性研究方法,Qualitative Methods,鄭同僚,CHENG TUNG-LIAO,教育碩一,四234,thu09-12 thu 09 10 11,研究250104,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩博(跨組)；方法論課程,
152776001,3.0,多元文化與教育,Multiculturalism and,李淑菁,LEE SHU-CHING,教育碩一,一D56,mon13-16 mon 13 14 15,井塘020110,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩；與輔諮碩合開。,
152790001,3.0,潛在變項模式,Latent Variables,余民寧,YU MIN-NING,教育碩一,五234,fri09-12 fri 09 10 11,井塘電腦室,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩博（跨組）；開放校際選課，陽明5人、藝大5人,
152929001,3.0,教育視導研究,Study on Educational,郭昭佑,GUO CHAO-YU,教育碩一,四234,thu09-12 thu 09 10 11,井塘020110,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與教政所合開,
153011001,3.0,歷史英文,English for Historians,藍適齊,LAN SHI-CHI,歷史碩一,二234,tue09-12 tue 09 10 11,大勇210204,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2017/12/21;,＠備註Note:N/A,
153551001,2.0,清代台灣社會文,Seminar on Taiwan,林文凱,Lin Wen-Kai,歷史碩一,三78,wed16-18,季陶340519,選/Elective,中文,否/No,＠異動資訊Information of alteration:時間異動於2018/01/17;,＠備註Note:與台史所158833001合開,
153552001,2.0,朱子學與韓國儒,Seminar on ZhuXi,李明輝,LEE MING-HUEI,歷史碩一,五34,fri10-12 fri 10 11,百年330226,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與哲學所154619001合開,
153553001,3.0,明清小說物質文,Special Research on,高桂惠,KAO KUEI-HUI,歷史碩一,五234,fri09-12 fri 09 10 11,百年330306,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與中文所151721001合開,
153554001,3.0,中國近現代報刊,Special Topics on the,周志煌,CHOU CHIH-HUANG,歷史碩一,四234,thu09-12 thu 09 10 11,研究250207,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與中文所151720001合開,
153555001,1.0,史料解析,Analysis of the,薛化元,HSUEH HUA-YUAN,歷史碩一,二7,tue16-17  tue 16,季陶340520,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與台史所合開,
153556001,2.0,人文與社會的連,The Link Between,周惠民,CHOU WHEI-MING,歷史碩一,二78,tue16-18 tue 16 17,季陶340315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153557001,3.0,古代中國地域史,Japanese masterpiece,王德權,WANG TE-CHUAN,歷史碩一,五234,fri09-12 fri 09 10 11,季陶340315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153563001,2.0,近代東亞的史料,Historiography and,潘光哲,PAN KWANG-CHE,歷史碩一,五78,fri16-18 fri 16 17,季陶340519,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與台史所合開,
153574001,3.0,中世紀基督宗教,Special Topics on the,崔國瑜,TSUI KUO-YU,歷史碩一,三78E,wed16-19 wed 16 17 18,研究250422,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153581001,3.0,口述歷史,Oral History,鄭麗榕,CHENG LI-JUNG,歷史碩一,二234,tue09-12 tue 09 10 11,季陶340516,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2017/12/29;,＠備註Note:限30人,
153591001,3.0,唐代家族法研究,Research on Family,羅彤華,LO TUNG-HWA,歷史碩一,五D56,fri13-16 fri 13 14 15,研究250422,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153609001,3.0,現代歷史影像的,"Verification,",邵銘煌,SHAO MING-HUANG,歷史碩一,四D56,thu13-16 thu 13 14 15,百年330407,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153610001,3.0,手稿史料專題討,Seminar on,彭明輝,PANG MING-FUI,歷史碩一,二D56,tue13-16 tue 13 14 15,季陶340407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153611001,3.0,近代中國對外關,Special Topics on the,廖敏淑,LIAO MIN-SHU,歷史碩一,三D56,wed13-16 wed 13 14 15,季陶340315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153630001,3.0,歷史記憶與近代,Historical Memory &,楊瑞松,YANG JUI-SUNG,歷史碩一,四D56,thu13-16 thu 13 14 15,季陶340315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153641001,2.0,東南亞華人社會,Seminar on the,陳鴻瑜,CHEN HURNG-YU,歷史碩一,一56,mon14-16 mon 14 15,研究250422,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153649001,3.0,中國近世的教育,Education and,劉祥光,LIU HSIANG-KWANG,歷史碩一,四234,thu09-12 thu 09 10 11,季陶340315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153693001,2.0,中國現代文化史,Seminar on Modern,劉季倫,LIU CHI-LUN,歷史碩一,四78,thu16-18 thu 16 17,季陶340407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
153710001,3.0,中國近代政治制,Seminar on Political,劉維開,LIU WEI-KAI,歷史碩一,三234,wed09-12 wed 09 10 11,季陶340315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
154389001,3.0,政治思想指導獨,Independent Study in,葉浩,YEH HAO,哲學博一,二EFG,tue18-21 tue 18 19 20,綜合270728,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與政治系合開252863-00-1,
154390001,3.0,南北朝佛學思想,The Topics on,涂艷秋,TU YEN-CHIU,哲學碩一,二567,tue14-17 tue 14 15 16,百年330409,選/Elective,中文,否/No,＠異動資訊Information of alteration:教室異動於2018/01/15;,＠備註Note:與中文系、宗教所合開,
154391001,3.0,沙特：《存在與,"Sartre : ""Being and",羅麗君,LO LEE-CHUN,哲學碩一,三234,wed09-12 wed 09 10 11,百年330226,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
154392001,3.0,呂格爾《時間與,Readings on Paul,汪文聖,WANG WEN-SHENG,哲學碩一,一567,mon14-17 mon 14 15 16,研究250102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
154393001,3.0,梅洛龐蒂論世界,Merleau-Ponty: the,張國賢,CHANG KUO-HSIEN,哲學碩一,四567,thu14-17 thu 14 15 16,百年330222,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
154394001,3.0,護法哲學（,Dharmapala's,林鎮國,LIN CHEN-KUO,哲學碩一,四D56,thu13-16 thu 13 14 15,百年330227,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
154395001,3.0,黑格爾法哲學,Hegel's Philosophy of,林遠澤,LIN YUAN-TSE,哲學碩一,二567,tue14-17 tue 14 15 16,百年330222,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
154407001,3.0,社會科學哲學,Philosophy of Social,葉浩,YEH HAO,哲學博一,三EFG,wed18-21 wed 18 19 20,綜合270728,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與政治系合開252022-00-1。,
154409001,3.0,六朝佛學思想專,The Study of the,涂艷秋,TU YEN-CHIU,哲學碩一,二567,tue14-17 tue 14 15 16,,選/Elective,中文,否/No,＠異動資訊Information of alteration:停開於2018/01/08;,＠備註Note:與中文系、宗教所合開,
154561001,3.0,唯識學原典研究,Major Texts in the,耿晴,KENG CHING,哲學碩一,一D56,mon13-16 mon 13 14 15,百年330226,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
154619001,2.0,朱子學與韓國儒,Seminar on ZhuXi,李明輝,LEE MING-HUEI,哲學碩一,五34,fri10-12 fri 10 11,百年330226,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與歷史所153552001合開,
154872001,3.0,梵文（四）,Sanskrit（D）,耿晴,KENG CHING,哲學碩一,三34C,wed10-13 wed 10 11 12,百年330222,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155001001,3.0,研究方法,Research,王梅玲,WANG MEI-LING,圖檔碩一,一D56,mon13-16 mon 13 14 15,百年330408,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155032001,3.0,圖書資訊學研究,Research Trends in,蔡明月,TSAY MING-YUEH,圖檔博一,一D56,mon13-16 mon 13 14 15,百年330407,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155807001,3.0,數位檔案加值應,Value-added,王麗蕉,WANG LI-CHIAO,圖檔碩一,三234,wed09-12 wed 09 10 11,百年330407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155813001,3.0,館藏管理與行銷,Seminar on,王梅玲,WANG MEI-LING,圖檔碩一,三234,wed09-12 wed 09 10 11,百年330408,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155814001,3.0,資料探勘技術與,Data Mining,陳志銘,CHEN CHIH-MING,圖檔碩一,五D56,fri13-16 fri 13 14 15,百年電腦室,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與中文系合開,
155815001,3.0,檔案讀者服務專,Seminar on Archival,林巧敏,LIN CHIAO-MIN,圖檔碩一,五D56,fri13-16 fri 13 14 15,百年330408,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155816001,3.0,檔案技術服務專,Seminar on Archival,薛理桂,HSUEH LI-KUEI,圖檔碩一,四234,thu09-12 thu 09 10 11,百年330408,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155822001,1.0,圖書資訊專業實,Library and,王梅玲,WANG MEI-LING,圖檔碩一,二5,tue14-15  tue 14,百年330408,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2017/12/26;,＠備註Note:N/A,
155829001,3.0,數位出版與學術,Digital Publishing,邱炯友,CHIU JEONG-YEOU,圖檔碩一,五234,fri09-12 fri 09 10 11,百年330408,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155833001,3.0,出版產業政策研,Research on,邱炯友,CHIU JEONG-YEOU,圖檔博一,三D56,wed13-16 wed 13 14 15,百年330408,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155845001,3.0,現代歷史影像的,"Verification,",邵銘煌,SHAO MING-HUANG,圖檔碩一,四D56,thu13-16 thu 13 14 15,百年330407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155846001,1.0,個別研究A,Individual Study A,蔡明月,TSAY MING-YUEH,圖檔博一,一7,mon16-17  mon 16,百年330407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155857001,3.0,歷史檔案數位化,The Digitalization,邵銘煌,SHAO MING-HUANG,圖檔碩一,三D56,wed13-16 wed 13 14 15,百年330407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
155882001,3.0,電子文件管理專,Electronic Records,林巧敏,LIN CHIAO-MIN,圖檔碩一,二234,tue09-12 tue 09 10 11,百年330408,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
156041001,3.0,宗教研究基本問,Fundamental Issues,李玉珍,LI YU-CHEN,宗教博一,三234,wed09-12 wed 09 10 11,百年330205,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
156045001,3.0,比較宗教方法學,Methodology of,蔡源林,TSAI YUAN-LIN,宗教博一,四567,thu14-17 thu 14 15 16,宗教會議室,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
156046001,3.0,華人宗教：歷史,Chinese Religion：,林敬智,LIN CHING-CHIH,宗教碩一,二D56,tue13-16 tue 13 14 15,宗教會議室,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
156049001,3.0,基督宗教：歷史,Christianity : History,林鴻信,LIN HONG-HSIN,宗教碩一,三78E,wed16-19 wed 16 17 18,研究250207,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:教師異動於2018/01/04;,＠備註Note:N/A,
156052001,3.0,比較宗教：歷史,Comparative,黃柏棋,HUANG PO-CHI,宗教碩一,三234,wed09-12 wed 09 10 11,宗教會議室,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
156751001,3.0,華人傳統民間文,Chinese Traditional,林敬智,LIN CHING-CHIH,宗教碩一,四234,thu09-12 thu 09 10 11,百年330109,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:英語授課,
156752001,3.0,宗教與藝術專題,Seminar on Religion,謝世維,HSIEH SHU-WEI,宗教碩一,四234,thu09-12 thu 09 10 11,百年330205,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
156753001,3.0,佛教經典與宗教,The Seminar on,李玉珍,LI YU-CHEN,宗教碩一,二567,tue14-17 tue 14 15 16,百年330205,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
156754001,3.0,獨立研究：道教,Independent Studies:,謝世維,HSIEH SHU-WEI,宗教碩一,二234,tue09-12 tue 09 10 11,百年330204,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
156755001,3.0,護法哲學（,Dharmapala's,林鎮國,LIN CHEN-KUO,宗教碩一,四D56,thu13-16 thu 13 14 15,百年330227,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
